id,claimID,claimType,#citations,text
183159,10,primary,838," The U. N. Security Council on Friday expanded targeted sanctions against North Korea after its repeated missile tests, adopting the first such resolution agreed by the United States and Pyongyang’s only major ally China since President Donald Trump took office. The Trump administration has been pressing China aggressively to rein in its reclusive neighbor, warning that all options are on the table if Pyongyang persists with its nuclear and missile development programs. The United States has struggled to slow those programs, which have become a security priority given Pyongyang’s vow to develop a   missile capable of hitting the U. S. mainland. ”The United States will continue to seek a peaceful, diplomatic resolution to this situation,” U. S. Ambassador to the United Nations Nikki Haley told the council after the vote. But she added: ”Beyond diplomatic and financial consequences, the United States remains prepared to counteract North Korean aggression through other means, if necessary.” Adding names to the U. N. blacklist   a global travel ban and asset freeze   was the minimum sanctions measures the Security Council could have taken and comes after five weeks of negotiations between Washington and Beijing. ”The Security Council is sending a clear message to North Korea today   stop firing ballistic missiles or face the consequences,” Haley said. The resolution, adopted unanimously by the   council, sanctions four entities, including the Koryo Bank and Strategic Rocket Force of the Korean People’s Army, and 14 people, including the head of Pyongyang’s overseas spying operations"
183159,11,tertiary,99,"North Korea’s Koryo Bank handles overseas transactions for Office 38, a shadowy body that manages the private slush funds of the North Korean leadership, according to a South Korean government database. ’CRITICAL WINDOW’ The measures adopted on Friday could have been agreed by the council’s North Korea sanctions committee behind closed doors, but Washington convinced China to back a public vote on the blacklist, amplifying the council’s unhappiness with Pyongyang’s defiance of a U. N. ban on ballistic missile launches. The U. N. Security Council first imposed sanctions on Pyongyang in 2006 over its ballistic missile and nuclear programs and has ratcheted up the measures in response to five nuclear tests and two   missile launches. North Korea is threatening a sixth nuclear test. ”There is a critical window of opportunity for the nuclear issue of the peninsula to come back to the right track of seeking a settlement through dialogue and negotiations,” Chinese U. N. Ambassador Liu Jieyi told the council. ”It is incumbent on all parties concerned to exercise restraint and to do more to help ease the tension and build mutual trust.” He again proposed a simultaneous freeze of North Korea’s nuclear and missile programs and South Korea and the United States’ joint military exercises. Russia said the suggestion merits ”serious consideration.” Haley said: ”We want a negotiated solution, but North Korea must fulfill its basic obligations by first stopping all ballistic missile launches and nuclear weapons testing and taking concrete steps toward getting rid of its nuclear weapons program.” U. S. Secretary of State Rex Tillerson told the Security Council on April 28 that it needed to act before North Korea does. Just hours after the meeting   chaired by Tillerson during his first visit to the United Nations as the top U. S. diplomat   Pyongyang launched yet another ballistic missile. ’UNFRIENDLY STEPS’ Within days the United States proposed to China that the Security Council strengthen sanctions on North Korea over its repeated missile launches. Traditionally, the United States and China have negotiated new sanctions before involving the other council members. Pyongyang has launched several more ballistic missiles since then, including a   missile on Monday that landed in the sea off its east coast. Diplomats said it appeared China was still only likely to consider additional strong new U. N. sanctions measures, such as an oil embargo, a ban on Pyongyang’s airline or tougher economic sanctions, if North Korea conducted a   missile launch or another nuclear test. The last round of complex sanctions imposed by the Security Council took three months to negotiate following Pyongyang’s fifth nuclear test in September. Those measures aimed to cut North Korea’s annual export revenue by a quarter. China has also been infuriated by the U. S. deployment of an advanced Terminal High Altitude Area Defense (THAAD)   system in South Korea, saying it was a threat to its security and would do nothing to ease tension with Pyongyang. Security Council veto power Russia backed the U. N. measures on Friday. Moscow’s support had been unclear after the United States imposed its own sanctions on Thursday on Russian firms for their support of North Korea’s weapons programs. ”This step is something that is very puzzling and deeply disappointing,” Deputy Russian U. N. Ambassador Vladimir Safronkov said of the U. S. sanctions amid battered U. S"
183159,12,primary,382,"relations. ”Instead of trying to work through the bilateral backlog in our work, Washington is doing exactly the opposite and undertaking unfriendly steps, which make it more difficult to normalize our dialogue and make it more difficult to cooperate in international affairs,” he told the Security Council. Japanese Prime Minister Shinzo Abe on Saturday voiced support for the unanimous U. N decision and called on North Korea to refrain from repeated nuclear tests and missile launches. The United States is encouraged by China’s efforts to restrain North Korea, U. S. Defense Secretary Jim Mattis said in Singapore on Saturday, adding the threat from North Korea was ”clear and present”"
183159,13,primary,379,"(Reporting by Michelle Nichols at the United Nations and Osamu Tsukimori in TOKYO; Editing by James Dalgleish and Kim Coghill) SEOUL North Korea said on Wednesday its newly developed intercontinental ballistic missile (ICBM) can carry a large nuclear warhead, triggering a call by Washington for global action to hold it accountable for pursuing nuclear weapons. WASHINGTON U. S. President Donald Trump will get a chance to patch up   ties this week when he meets with NATO allies still rattled by his failure on an earlier trip to embrace the principle that an attack against one member is an attack against all. "
170404,14,secondary,151,"So you think that beer you brewed in your kitchen is ready for prime time, and you’re thinking, ”Maybe I should take the plunge and set up a little craft brewery.” You’re not the only one with dreams infused with hops and malting barley. During the past couple of years, new breweries were being launched at the rate of three a day in the U. S. New District Brewing is one of them. It just popped up in a   building in an Arlington, Va"
170404,15,secondary,553," park. On this particular evening,   Mike Katrivanos is behind the sleek tasting room bar, where eight NDB originals are on tap. He makes sure all his patrons know that he’s a ”local”  —   his grandmother lived just a couple of blocks from here. Local is a big deal in craft brewing. ”Folks, when they come to a brewery, they want to meet the brewers,” Katrivanos says. ”And they want to connect with what they’re drinking.” Another big thing is, of course, flavor. Regulars Don Ripper and his friend Chana Morrow, who show up about once a week, are here for a tasting this evening. ”Really good balance,” Ripper says as he sips a golden IPA called Folded Note. Morrow has a darker brew, called Origins Unknown. ”Nutty, malty,” she says, as she savors. A desire for beers that have more taste is, not surprisingly, a big part of what’s driving the demand for craft beer. Just ask New District regular James Miervaldis  —   he says he loves the variety here and ”how they experiment.” Does he ever drink Bud or Miller? ”Oh, God no  —   never, never, never.” So, fueled by the unquenchable thirst of its customers for the next great flavor note, the craft beer industry has exploded like a poorly fermented bottle of home brew. Now 1 in every 8 beers sold in the U. S. is craft beer, and more than 20 percent of the money consumers spend on beer goes to independent and small brewers. Flying Dog Brewery in Frederick, Md. was founded in the 1990s. But CEO Jim Caruso says there’s been an even bigger boom since 2008, with a growth rate that’s pushed the number of craft breweries to more than 4, 000. Meanwhile, Caruso says, beer titans like Budweiser, Miller and Coors have seen sales trend down. So the giant brewers have taken action"
170404,16,primary,547," has bought up a number of craft breweries, including Seattle’s Elysian Brewing and Chicago’s Goose Island, and Constellation Brands just paid $1 billion for Ballast Point, a San Diego craft brewer. These developments, Caruso says, are persuading some people to start brewing because it’s the next ”get rich quick” scheme. And that’s led to some newcomers ”putting out some bad beer,” he says. He worries that if consumers get a few bottles of beer that’s not good, they may get turned off the industry. ”It may be months or years before they come back and try it again,” he says. But say you’re confident in your brewing skills: Is there still time for you to get into the business? Probably, says Bart Watson, an economist for the Brewers Association. New brewery openings outnumber closings nearly 10 to 1, Watson says. And the industry, which adds around $55 billion a year to the U. S. economy, now helps support 424, 000 jobs. But some parts of the country have become pretty crowded  —   perhaps overcrowded  —   with new breweries, Watson says. San Diego County, Calif. has more than 110 breweries, and Portland, Ore. has 60, just in the city proper. ”Those places are really pushing the limit,” he says. The craft beer movement largely started in the West, Watson notes, and is now moving eastward. That’s partly because state regulation of alcohol was strongest in the East after Prohibition and has been loosened more slowly. So, Watson says, in the East and the Southeast, there’s lots more room for craft beer to grow. And Watson offers another statistic that should ease concerns about a brewery bubble forming: There are about 8, 000 wineries in the United States, and, he says, ”Americans drink a lot more beer than they drink wine.” So, he says, as long as many of them are small, and locally focused  —   ”like a local restaurant”  —   he thinks there are plenty of opportunities and market niches where small brewers can thrive. So go ahead, start your own brewery. Just expect to come up with an initial investment of around $500, 000, and don’t expect to get rich, says New District’s Katrivanos. He is hanging on to his engineering job at the Pentagon until his brewery can pay him a salary. ”If you’re getting into brewing specifically to make money, I’d advise against it,” he says. If that’s your goal, he says, ”You should go start a tech company.”"
211502,17,tertiary,211," As Deflategate wore on, the lawyers representing Tom Brady forgot to do something essential. They forgot to argue their client’s innocence. Instead Jeffrey Kessler and the NFL Players Association got so lost in pushing their interpretation of the collective bargaining agreement and trying to trim the powers of Commissioner Roger Goodell that they failed to drive home the essential point: How can a player be suspended for “conduct detrimental” when there was no conduct to begin with?  To date, we are still looking for a single shred of credible evidence that any human hand deflated the footballs in that AFC championship game. Where is the conduct? Much less the conduct detrimental? Somehow this point was missed in the many briefs and oral arguments. Consequently, three judges of the U. S. Court of Appeals for the 2nd Circuit missed it, too, ruling   in favor of the NFL and reinstating Brady’s   suspension. Even chief judge Robert A. Katzmann, whose   dissent left Brady some faint hope, missed it. Katzmann believes Goodell indeed invented “his own brand of industrial justice,” and if the chief justice thinks so, then perhaps a full 2nd Circuit panel will too, should Brady seek a stay and appeal. If he does, this time around his lawyers should emphasize the only truly salient point of the entire case. As New York Law School professor Robert Blecker put it, “What happened to the deflate part of Deflategate?”   [U. S. Court of Appeals rules in favor of Goodell in Brady case]  Regardless of whether Brady appeals, he and every other NFL player should now be on notice that their personal interests don’t necessarily overlap with the NFLPA and its lawyers. Arbitration is rough justice. The players must submit to it, via their collective bargaining agreement with the owners, but their individual rights become a bargaining chip for other concessions"
211502,18,secondary,197,        S. Court of Appeals for the Second Circuit overturned last year’s ruling
211502,19,primary,113,  Caption   The U. S. Court of Appeals for the Second Circuit overturned last year’s ruling
211502,20,primary,289,"  A   thrashing of the Indianapolis Colts in the AFC Championship Game served as the origin of a scandal that would become known as DeflateGate. At the urging of the Colts, NFL officials examined the game balls of the New England Patriots at halftime, noting that nearly all were inflated below the league’s permissible limit. The balls were properly inflated for the second half, and Patriots QB Tom Brady proceeded to throw two more touchdown passes, helping turn a   halftime lead into a rout. Jim   Images  "
175593,21,primary,90,"The bankruptcy auction of Los   American Apparel, which made its branding theme ”Made in the U. S. A” will determine the future of a major clothing manufacturing plant in California, one of the most expensive U. S. states in terms of labor costs. Keeping jobs in the United States has become a hot button political issue since the presidential election. Ford Motor Co on Tuesday reversed plans for a $1. 6 billion factory in Mexico and said it would add 700 jobs in Michigan after receiving criticism from   Donald Trump. See graphic here: ( ) Amazon and Forever 21, as well as   apparel maker Next Level Apparel and brand licensor Authentic Brands Group LLC, are in talks with American Apparel and its financial advisers about submitting offers ahead of a deadline on Friday, the people said. Any successful offer would have to top a $66 million stalking horse bid by Canadian apparel maker Gildan Activewear Inc, which American Apparel agreed to when it filed for bankruptcy in November. Gildan’s offer included an option to keep American Apparel’s manufacturing plants in southern California, which employ about 3, 500 workers, making American Apparel one of the biggest garment makers in the United States. But Gildan plans to preserve only some of the California production should its bid prevail, the sources said. Many of Gildan’s production facilities are in   countries. An outcome in the auction is expected next week, the sources said, asking not to be identified because the deliberations are confidential. American Apparel declined to comment. Amazon, Forever 21, Next Level Apparel and Authentic Brands did not respond to requests for comment. A Gildan spokesman said in an email on Wednesday that it is putting together all the necessary information from its due diligence to best position itself in the auction. Amazon’s acquisition of American Apparel would be a major push for the   company into branded fashion and apparel. The   company began to launch private label brands last year. Forever 21, founded by   Do Won Chang, is known for its low retail prices, helped by lower labor costs abroad. American Apparel’s first bankruptcy in 2015 was due in part to its relatively high labor costs"
175593,22,primary,91," ” ” American Apparel went into bankruptcy for the second time last November with about $177 million in debt. Former Chief Executive Dov Charney founded the company in the late 1990s, when most   was moving offshore. For years this contrarian strategy worked. American Apparel’s ” ” label was a hit with young people, helping make the brand a part of popular culture. Part of American Apparel’s name recognition also stemmed from Charney himself, who was outspoken on immigration and fair wage issues, but was plagued by sexual harassment claims, which he has denied. The company was also famous for its sexually charged advertising. A 2009   with Immigration and Customs Enforcement over the legal employment status of 1, 800 employees sent American Apparel on a downward trajectory, according to court documents from the company’s 2015 bankruptcy. American Apparel had to fire these employees, more than a quarter of its manufacturing workforce. The layoffs caused production delays and a 90 percent    drop in profits in 2009, according to the documents. Charney was ousted in 2014, and the company’s finances deteriorated further, plus it struggled with an unsustainable debt load. It filed for bankruptcy in October 2015, and emerged in February 2016, only to seek bankruptcy protection once again in November 2016. American Apparel has notified its workers that they could be losing their jobs as early as this month. Gildan makes most of its garments offshore, with close to 90 percent of its 42, 000 employees in   Caribbean and Central American countries. In California, the minimum wage is scheduled to rise to $15 per hour in 2022 for firms with 26 employees or more. Gildan has   and distribution centers in cheaper parts of the United States, including North Carolina and Georgia. Gildan’s bid for American Apparel does not include the retail chain’s approximately 110 stores"
175593,23,secondary,149," (Reporting by Jessica DiNapoli and Lauren Hirsch in New York; Additional reporting by Allison Lampert in Montreal and Mary Milliken in Los Angeles; Editing by Bernard Orr) Vocus Group Ltd  said on Wednesday it would allow KKR & Co LP  to conduct due diligence on a   basis, a month after the private equity firm made a $1. 66 billion takeover offer for the Australian internet company. SAO PAULO Brazil’s renewable energy company Renova Energia SA  confirmed in a securities filing on Tuesday having received a formal bid from Canada’s Brookfield Asset Management Inc . "
184680,24,tertiary,193," Global Logistic Properties Ltd said on Monday it had received ”firm proposals” from shortlisted bidders, days after sources told Reuters that suitors had narrowed to a   Chinese consortium and a group led by Warburg Pincus"
184680,25,secondary,93,"The $10   firm is Asia’s biggest warehouse operator, with clients including Amazon. com Inc and JD. com Inc, and is benefiting from rising demand for modern logistics facilities driven by a boom in  . ”The Special Committee is now conducting an   and independent review of all terms of the proposals in consultation with the Company’s external advisers,”   GLP said in a statement, without providing details. ”The company wishes to reiterate that there remains no certainty that any definitive transaction will materialise from, or that any offer will be made as a result of, any proposals received or the strategic review.” GLP’s shares eased 0. 4 percent to S$2. 85 in early Monday trade. At the current valuation, a transaction would rank as Asia’s largest buyout by private equity groups. Friday was the deadline for parties to submit   bids. Concerns over the transparency of the sale process and business ties of the   consortium forced some potential bidders to   their interest, sources said. Last month, GLP said it was in discussions with shortlisted bidders and had taken measures to alleviate potential conflicts of interest. Analysts said a smaller number of bids would likely affect the winning price for the company. ”Our take on GLP has long been that the company is worth substantially more than its stated book value of S$2. 59 . .. because of its network of properties in China, which simply cannot be replicated in the ” analyst Daniel Hellberg wrote on independent research platform Smartkarma last week. Hellberg said a smaller number of bidders likely means the winning bid may end up being closer to S$3. 0 per share versus his target price of at least S$3. 5. Late last year, Singapore sovereign wealth fund GIC Pte Ltd, which owns 37 percent of the warehouse operator, requested GLP start a strategic review of its business. GLP then hired JPMorgan as financial adviser. GIC declined comment on GLP’s latest statement"
184680,26,secondary,474,"(Reporting by Anshuman Daga and Clara Ferreira Marques; Editing by Stephen Coates and Christopher Cushing) LONDON British online grocer Ocado has seen a   in enquiries from U. S. supermarket groups interested in possible partnership deals in the wake of Amazon’s $13. 7 billion deal to buy Whole Foods, its boss said on Wednesday. FRANKFURT Private equity companies Advent and Permira are considering a fresh approach on German generic drugmaker Stada, WirschaftsWoche reported on Wednesday, citing financial sources. "
178202,27,secondary,280, U. N. mediator Staffan de Mistura said on Wednesday he did not expect an immediate breakthrough when Syria peace talks restart on Thursday but wanted productive talks that relaunch the process towards a political solution to end the   war. They will be the first U. N
178202,28,secondary,594,"negotiations on Syria in almost a year, during which time the military and geopolitical context has changed massively. Even so, the same disagreements are likely to resurface. De Mistura said Russia, which has supported President Bashar  ’s military advances, had asked the Syrian government to ”silence their own skies in the areas touched by the ceasefire” during the talks. Countries close to the opposition were also asked to urge them to lessen provocations, he said. ”Am I expecting a breakthrough? No, I’m not expecting a breakthrough,” de Mistura told a news conference. ”But I am expecting and determined for keeping a very   momentum,” he said. Hours later, the Syrian opposition called for    negotiations with the government delegation, saying it was hoping for a ”serious partner” while casting doubt on Damascus’ readiness. Spokesman Salem   speaking to reporters, said the opposition delegation did not want this round to be like the one a year ago that was fruitless. Referring to the delegation led by Syrian Ambassador to the U. N. in New York Bashar  ’afari, he said: ”We have experience with this regime. They’re not here to negotiate about a political transition, but they’re here to buy time and commit more crimes in Syria. There’s no trust in this regime.” De Mistura said he hoped neither side would seek to disrupt the talks by provoking the other and that momentum towards a political solution was necessary to thwart ”spoilers” bent on derailing peace efforts. The U. N. Security Council, which met at the U. N headquarters to discuss Syria, said the humanitarian situation ”will continue to deteriorate further in the absence of a political solution to the crisis.” Ukraine’s Volodymyr Yelchenko, the council’s current president, said the council ”expressed hope that the   talks in Geneva will produce tangible results” while moving towards ”a   and   political transition.” Asked if it had been discussed whether Assad would remain in power, Yelchenko said that was a subject for the Geneva talks. While the Geneva talks will focus on politics, de Mistura said he expected more rounds of talks in the Kazakh capital, Astana, convened by Russia, Turkey and Iran, to deal with the ceasefire and related humanitarian issues, including prisoners"
178202,29,primary,386,"He declined to discuss the format of the Geneva talks, which he said would start with bilateral meetings, and did not say what his objectives were for this round. But he said the negotiations would be guided by U. N. Security Council resolution 2254, which refers to the establishment of credible and inclusive governance, the process for drafting a new constitution and free and fair elections"
178202,30,primary,386,"”We will be very reluctant to engage in   and in fact I will be refusing them,” he said"
178202,31,secondary,660,"(Additional reporting by Laila Bassam and Rodrigo Campos; Editing by Dominic Evans and Peter Cooney) DOHA Qatar announced plans for a steep rise in Liquified Natural Gas (LNG) production capacity on Tuesday that suggested it was ready for a protracted dispute with Gulf neighbors, but Doha said it was doing all it could to reach agreement"
178202,32,tertiary,71,"   forces edged into the final redoubts of the two capitals of Islamic State’s   caliphate in Iraq and Syria on Tuesday, hampered by fierce resistance from the militants and the presence of human shields. "
168860,33,tertiary,246,"The White House Correspondent’s   complex has grown exponentially over time. Besides the dinner itself, the most   annual social event in Washington, D. C. there are days of ”nerd prom” events planned throughout the District  —   before and after the main event. All the   parties hosted the week of, by the likes of Tinder and Google. The brunches on Saturday. The   on Saturday evening. The watch parties for those who can’t get in. The after parties Saturday night all around the city. The   ”hangover brunches” on Sunday. At the official ABC   in the basement of the Washington Hilton Saturday evening, former Secretary of State Madeline Albright acknowledged that the correspondent’s dinner and all the hoopla that now surrounds it have grown over the years. ”I used to come 25, 30 years ago, and it was much smaller,” Albright told NPR. ”It’s just different, very different. And I think people like coming and either looking at people or being looked at.” She’s right. So much looking, and so much picture taking. Madeleine Albright herself,   with Scandal star Kerry Washington. Celebrity DJ Steve Aoki   with comedian and Obama anger translator   Key. ”It’s pretty epic so far,” Aoki said. ”It’s overwhelming. This is not my world at all.” There’s reality TV star and Trump supporter Omarosa Manigault taking a phone from MSNBC host Chris Matthews to help him take more photos. Will Smith walking the red carpet, taking a selfie with all the photographers there, while they took photos of him taking the selfie. It’s hard to tell who the politicos are and who the fans are and who the celebrities are when everyone wants to be in everybody’s picture. You could see this all as obscene excess  —   the establishment   congratulating itself while the rest of the country languishes in a populist funk. The very idea of ”nerd prom” suggests it’s a party for people who shouldn’t really even be having a party. WHCD could be D. C. at its worst, or depending on how you look at it, D. C. at its best. For Katie Caperones, a D. C. local who came to the lobby of the Hilton last night to people watch, it all made sense. ”Because politics and Hollywood are almost the same thing now,” she told NPR. ”The way that politics gets covered is like how Hollywood gets covered.” But it wasn’t all fun and games. At the same time, just outside the Hilton, a few dozen protesters gathered to raise awareness of the plight of civilians in Syria, as that country’s civil war continues. ”We’re here today because in the past 48 hours more than two hospitals [in Syria] were bombed directly by aerial attacks,” Mouaz Moustafa said, as police officers and yellow caution tape kept him away from the celebration. ”The United States’ policy remains silent about the deaths of many, many civilians. .. We are here to make everyone that’s having a good time listen, and to remember that while we sit here and we dine and we joke, people and children are dying everyday.” Such is nerd prom in Washington DC. An exercise in extremes. Protesters next to a party"
168860,34,tertiary,118," nerds next to celebrities. So much excess, it makes sense to have so many events. Even though they weren’t stars at the official dinner, Arianna Huffington,   of The Huffington Post, parading   producer DJ Khaled through the throngs,    while a servant of some sort held an umbrella over her head, could have been the night’s best celebrity coupling. ”He was the biggest star in the room,” Huffington said of her guest. ”Everybody wanted selfies with him, pictures with him. Amazing.” More amazing are all the people who sill celebrate WHCD even though they can’t actually get in. Ball gowns are purchased and tuxedos are rented just to attend ancillary events like the Politico watch party just down the street, or perhaps the most popular event of the night, The Onion’s ”Diamond Joe Biden’s Badass     Fiesta” held at The Newseum. That event was in the spirit of The Onion’s satirical depiction of the current Vice President, washing a Trans Am on the front lawn of the White House, or wearing a ponytail to the presidential inauguration. Attendees could take a picture with a shirtless Joe Biden cutout placed next to an empty pack of cigarettes and an unexplained pair of red panties, or walk through a fake Biden museum featuring his first marijuana joint. (NOTE: To be clear, the entire marijuana joint storyline was made up by The Onion.) Chad Nackers, head writer at The Onion, and one of the creators of ”Diamond Joe,” said the persona he made for the Vice President isn’t true at all, and that’s why it works. ”He’s ” he said. ”He’s totally  . He doesn’t drink!” While a string quartet played 80’s rock hits, Nackers admitted that it is a bit ironic that one of the hottest tickets in town WHCD night would be put on by a fake news site, celebrating a caricature. When asked if it meant that The Onion was itself becoming establishment, he said, ”Hell no. I think it’s great. I love it.” For personal finance guru Suze Orman, who held court at multiple parties through the night, the entire scene is good  —   a chance for Washington to be something approaching its truest, kindest self. ”I think people play their roles very well on television,” she said, in between snapping selfies with fans. ”I think when the TV comes off, everybody likes everybody,” commenting on the fact that at events like these you often see Republicans   with Democrats. ”And I think they’re all good people. .. When it comes down to it, they’re nothing but people trying to make a buck.” And for this crowd, part of making that buck is remaining famous, and being seen. Whether a Hollywood or D. C. celebrity, nights like WHCD might be a requirement for personal brand maintenance. And not just nights, but the days of   and   and   and reception. The entire   complex. Maybe it’s not a party for all these people. Maybe it’s just part of the job."
176276,35,tertiary,38," After months of Brexit uncertainty, the first faint outlines of a plan from Prime Minister Theresa May on Tuesday have given investors in Britain’s pound something to work with at last   although substantial risks remain of the currency falling again. May confirmed what most Westminster watchers had come to expect, that Britain will pull out of the European Union’s single market when it exits the bloc and not look for a compromise deal to retain some of its benefits. But, perhaps sensing that a Supreme Court decision would force her hand anyway, she said that parliament would get a vote on the Brexit deal and that firms would be given time to make the transition to the new arrangements. Traders said the almost 3 percent rise in sterling against the dollar that followed   its biggest daily gain since at least 1998   looked mainly like a squeeze on those who had already made money in six often chaotic months rather than conviction that its fall may be coming to an end. Stefan Hofrichter, chief economist for giant German asset manager Allianz, said that in principle sterling at Tuesday’s levels around $1. 23 was significantly undervalued. But he remained reluctant to recommend buying it. ”It depends on the valuation measure but (it is) probably in the area of 20 percent (undervalued) which you could say is an argument to go long. But there are still a lot of uncertainties around it,” he said"
176276,36,secondary,28,"”For the time being we still don’t know exactly what Brexit means.” DECLINING SHORTS Prior to Tuesday’s action, sterling had fallen 20 percent against the dollar and 14 percent against the euro since the Brexit vote last June. That decline has come in often violent stages. It gained almost 6 percent against the dollar from late October to early December but then fell all the way back in an unbroken succession of weekly declines. Investment bankers have grown more divided along the way. While many expect more weakness into the launch of Brexit talks in March, only 18 of the more than 50 economists and strategists polled by Reuters at the start of this month expected sterling to weaken to $1. 18 or less within the next six months. [FXPOLLS] The measures of positioning run by the U. S. Commodities and Futures Trading Commission as well as the currency world’s big banking players all point to a large reduction in net bets against sterling from their peaks in   to late October. That could be read as an indication of improving sentiment. But it could also be seen as a sign that there is more space within the capital limits of big investors to bet heavily against the pound again. ”Despite the price move last week, clients have been slow to return to selling sterling,” said Richard Cochinos, head of European G10 FX Strategy at Citi, the world’s single biggest currency trader. ”Three out of Citi’s four client types were net GBP buyers last week, with leveraged GBP net selling so small it’s hardly worth mentioning. . .. Ample room exists on the positioning & flow side to rebuild shorts.” As companies factor sterling’s fall into their prices, inflation bounced back to 1. 6 percent in December, and it is expected to accelerate in the months ahead. Bank of England Governor Mark Carney hinted on Monday that there may be limits to how much price growth the bank can accept without responding with relatively tighter monetary policy, which would support the pound. Chancellor Philip Hammond, speaking at the same time as May, warned that currency volatility may dampen investors appetite for funding Britain’s large public debt. ”Clients are taking their time building positions, there is no firm conviction at the moment. In the   they are reassessing the drivers of the trends now,” said Ned Rumpeltin, head of European FX strategy at TD Securities"
176276,37,primary,30,"”A key level is $1. 2430, also $1. . If cable trades above there, we are looking at a much more extended recovery.”  (Editing by Hugh Lawson) FRANKFURT Access to   internet cables in London is likely to make financial firms reluctant to move out of London even after Britain leaves the European Union, a study by the European Central Bank has found. * N. Korea missile tests, Qatar crisis pose security threats (Updates throughout, changes dateline, previous SINGAPORE) "
200185,38,primary,479," Is Donald Trump really going to be the Republican presidential nominee?    After his victories this week, this   outcome looks more likely than ever, and Republican elites are increasingly resigning themselves to it. But he hasn’t clinched it yet. Trump has built up such a lead in the delegate count at this point that he’s all but assured to finish with more delegates than any of his rivals. By our count, he has around 990 delegates, which places him very far ahead of Ted Cruz and John Kasich:         Indeed, both Cruz and Kasich have been mathematically eliminated from getting enough delegates to win on the convention’s first ballot, under the party’s current rules"
200185,39,secondary,111,"  So the main drama now is not over whether Trump will get the most delegates, it’s about whether he’ll win an outright majority of delegates  —   1, 237, the magic number he needs to clinch the GOP nomination on the first ballot"
200185,40,primary,121,"  Right now, Trump has about 990 delegates. So he’s 247 or so away from the magic number, with 581 delegates still uncommitted or at stake in future primaries. The upshot is that Trump needs to win just 43 percent of the remaining delegates to clinch his majority"
200185,41,primary,119,"  But even if he falls a bit short of that majority, he now seems clearly on track to get very close to it. And the closer he gets, the more difficult it will be for the party to justify denying him the nomination. California and Indiana are the most important remaining states to watch The delegates that are still up for grabs fall into two main groups. There are about 500 delegates in the 10 states that haven’t voted yet, and then there are about 80 delegates who are uncommitted and free to support whomever they choose. The next state to vote is Indiana on this coming Tuesday, May 3, with 57 delegates at stake. In my view, this is the second most important state remaining, because it’s    (partly statewide, partly by congressional district) and has still seemed like it could tip to either Trump or Cruz. Most media commentators and politicos are interpreting Indiana as a   for Cruz at this point  —   if he loses it, his campaign will be deemed entirely dead rather than just mostly dead"
200185,42,tertiary,411,"  Four more states then vote in the remaining weeks of May. Of them, Nebraska is expected to give all its delegates to Cruz, West Virginia is expected to go strongly for Trump (though it has odd delegate allocation rules that could depress his total somewhat) and the candidates will split Oregon and Washington’s delegates due to proportional allocation. All this leads up to the final day of GOP primary voting: June 7, when five states will vote"
200185,43,primary,123, New Jersey is a    state that Trump is expected to win easily
200185,44,primary,133,"South Dakota and Montana are also    states, and are expected to go to Cruz"
200185,45,secondary,1,New Mexico is another proportional state where the delegates will be split
200185,46,secondary,540,"But the day’s biggest prize, and the state that will likely determine whether Trump clinches his majority, is California. There are 172 delegates at stake there, and 159 of them will be allotted    on the congressional district level (three delegates in each of the state’s 53 districts)  —   which means that broad strength across the state will be necessary to pick up most of its delegates. If Trump doesn’t manage to hit his magic number by June 7, however, he’ll still have some time before the   convention. And in the interim, he’ll work to win over those uncommitted delegates to try to get him over the top. (They’re from various states and territories due to quirks in local rules, including North Dakota, Pennsylvania, American Samoa, and Guam.) Trump could also try to peel some unbound delegates who have endorsed Cruz away from him, perhaps arguing that the party should avert a divisive and damaging contested convention. According to a tally by PhD student Daniel Nichanian, Cruz has 24 of these delegates. (Trump has been endorsed by 30 or so unbound delegates that could in theory defect from him, too.) Convention shenanigans to block Trump are possible theoretically but a tough sell practically So, you may be wondering, is the Republican Party really stuck with Donald Trump as its nominee? Can they really do nothing to stop him?    In fact, the 2, 472 delegates who go to the convention have a great deal of power  —   so much so that they probably could prevent Trump’s nomination if they really, really wanted to. The problem is that this would badly flout the modern norm that a party’s voters determine the party’s presidential nominee, and would cause a tremendous backlash  —   a backlash for which the party doesn’t appear to have an appetite. First of all, if Trump doesn’t lock down that majority of delegates on the first ballot, then he doesn’t become the nominee just yet. Multiple rounds of balloting will ensue, and more and more delegates will become freed up to vote for whomever they want. But what would happen after that isn’t clear. Many have argued that since Trump has done a bad job of ensuring his supporters are installed as his delegates, party support would surely swing elsewhere as a second ballot. Yet polling shows that Republican voters think the candidate with the most delegates from primary voting should get the nomination. So it’s possible that the delegates would be hesitant to defy what they perceive to be the public will to nominate the candidate who came in second or someone who didn’t run at all"
200185,47,secondary,87,"          Second, even if Trump does get an apparent delegate majority before the convention, there are various ways the delegates could, theoretically, change that. Most of these would involve changing the convention’s rules to tip the balance against Trump, which the delegates are perfectly free to do should they so desire  —   they have a lot of power! Yet the delegates will know full well that the more they actually use these powers to sway the outcome, the greater the backlash they’ll provoke. If current trends continue, Trump will have won the most delegates in primaries, the most votes, the most states. If GOP delegates change the rules at the last minute to block his nomination, it will (accurately) appear that they were trying to ”steal” the election from Trump, and infuriate his many supporters"
